stay	bleiben
wheel	Rad
full	voll
force	Kraft
blue	blau
object	Objekt
decide	entscheiden
surface	Oberfläche
deep	tief
moon	Mond
island	Insel
foot	Fuß
system	System
busy	beschäftigt
test	Prüfung
record	Rekord
boat	Boot
common	gemeinsam
gold	goldenen
possible	möglich
plane	Flugzeug
stead	statt
dry	trocken
wonder	Wunder
laugh	Lachen
thousand	tausend
ago	vor
ran	lief
check	überprüfen
game	Spiel
shape	Form
equate	gleichsetzen
hot	heiß
miss	Fehl
brought	gebracht
heat	Wärme
snow	Schnee
tire	Reifen
bring	bringen
yes	ja
distant	entfernt
fill	füllen
east	Osten
paint	malen
language	Sprache
among	unter
unit	Einheit
power	Macht
town	Stadt
fine	fein
certain	sicher
fly	fliegen
fall	fallen
lead	führen
cry	Schrei
dark	dunkel
machine	Maschine
note	note
wait	warten
plan	Plan
figure	Abbildung
star	Stern
box	Kasten
noun	Nomen
field	Feld
rest	Rest
correct	richtig
able	fähig
pound	Pfund
done	getan
beauty	Schönheit
drive	Antriebs
stood	stand
contain	enthalten
front	Front
teach	lehren
week	Woche
final	Finale
gave	gab
green	grün
oh	oh
quick	schnell
develop	entwickeln
ocean	Ozean
warm	warme
free	kostenlos
minute	Minute
strong	stark
special	besondere
mind	Geist
behind	hinter
clear	klar
tail	Schwanz
produce	produzieren
fact	Tatsache
space	Raum
heard	gehört
best	beste
hour	Stunde
better	besser
true	wahr
during	während
hundred	hundert
five	fünf
remember	merken
step	Schritt
early	früh
hold	halten
west	Westen
ground	Boden
interest	Interesse
reach	erreichen
fast	schnell
verb	Verbum
sing	singen
listen	hören
six	sechs
table	Tabelle
travel	Reise
less	weniger
morning	Morgen
ten	zehn
simple	einfach
several	mehrere
vowel	Vokal
toward	auf
war	Krieg
lay	legen
against	gegen
pattern	Muster
slow	schleppend
center	Zentrum
love	Liebe
person	Person
money	Geld
serve	dienen
appear	erscheinen
road	Straße
map	Karte
rain	regen
rule	Regel
govern	regieren
pull	ziehen
cold	Kälte
notice	Hinweis
voice	Stimme
energy	Energie
hunt	Jagd
probable	wahrscheinlich
bed	Bett
brother	Bruder
egg	Ei
ride	Fahrt
cell	Zelle
believe	glauben
perhaps	vielleicht
pick	pflücken
sudden	plötzlich
count	zählen
square	Platz
reason	Grund
length	Dauer
represent	vertreten
art	Kunst
subject	Thema
region	Region
size	Größe
vary	variieren
settle	regeln
speak	sprechen
weight	Gewicht
general	allgemein
ice	Eis
matter	Materie
circle	Kreis
pair	Paar
include	umfassen
divide	Kluft
syllable	Silbe
felt	Filz
grand	groß
ball	Kugel
yet	noch
wave	Welle
drop	fallen
heart	Herz
am	Uhr
present	vorhanden
heavy	schwer
dance	Tanz
engine	Motor
position	Position
arm	Arm
wide	breit
sail	Segel
material	Material
fraction	Fraktion
forest	Wald
sit	sitzen
race	Rennen
window	Fenster
store	Speicher
summer	Sommer
train	Zug
sleep	Schlaf
prove	beweisen
lone	einsam
leg	Bein
exercise	Übung
wall	Wand
catch	Fang
mount	Berg
wish	wünschen
sky	Himmel
board	Board
joy	Freude
winter	Winter
sat	sa
written	geschrieben
wild	wilden
instrument	Instrument
kept	gehalten
glass	Glas
grass	Gras
cow	Kuh
job	Arbeit
edge	Rand
sign	Zeichen
visit	Besuch
past	Vergangenheit
soft	weich
fun	Spaß
bright	hell
gas	Gases
weather	Wetter
month	Monat
million	Million
bear	tragen
finish	Finish
happy	glücklich
hope	hoffen
flower	blume
clothe	kleiden
strange	seltsam
gone	Vorbei
trade	Handel
melody	Melodie
trip	Reise
office	Büro
receive	empfangen
row	Reihe
mouth	Mund
exact	genau
symbol	Zeichen
die	sterben
least	am wenigsten
trouble	Ärger
shout	Schrei
except	außer
wrote	schrieb
seed	Samen
tone	Ton
join	beitreten
suggest	vorschlagen
clean	sauber
break	Pause
lady	Dame
yard	Hof
rise	steigen
bad	schlecht
blow	Schlag
oil	Öl
blood	Blut
touch	berühren
grew	wuchs
cent	Cent
mix	mischen
team	Mannschaft
wire	Draht
cost	Kosten
lost	verloren
brown	braun
wear	tragen
garden	Garten
equal	gleich
sent	gesendet
choose	wählen
fell	fiel
fit	passen
flow	fließen
fair	Messe
bank	Bank
collect	sammeln
save	sparen
control	Kontrolle
decimal	dezimal
ear	Ohr
else	sonst
quite	ganz
broke	pleite
case	Fall
middle	Mitte
kill	töten
son	Sohn
lake	See
moment	Moment
scale	Maßstab
loud	laut
spring	Frühling
observe	beobachten
child	Kind
straight	gerade
consonant	Konsonant
nation	Nation
dictionary	Wörterbuch
milk	milch
speed	Geschwindigkeit
method	Verfahren
organ	Orgel
pay	zahlen
age	Alter
section	Abschnitt
dress	Kleid
cloud	Wolke
surprise	Überraschung
quiet	ruhig
stone	Stein
tiny	winzig
climb	Aufstieg
cool	kühlen
design	Entwurf
poor	arm
lot	Menge
experiment	Versuch
bottom	Boden
key	Schlüssel
iron	Eisen
single	Einzel
stick	Stick
flat	Wohnung
twenty	zwanzig
skin	Haut
smile	Lächeln
crease	Falte
hole	Loch
jump	springen
baby	Kind
eight	acht
village	Dorf
meet	treffen
root	Wurzel
buy	kaufen
raise	erhöhen
solve	lösen
metal	Metall
whether	ob
push	drücken
seven	sieben
paragraph	Absatz
third	dritte
shall	wird
held	Hand
hair	Haar
describe	beschreiben
cook	Koch
floor	Boden
either	entweder
result	Ergebnis
burn	brennen
hill	Hügel
safe	sicher
cat	Katze
century	Jahrhundert
consider	betrachten
type	Typ
law	Gesetz
bit	Bit
coast	Küste
copy	Kopie
phrase	Ausdruck
silent	still
tall	hoch
sand	Sand
soil	Boden
roll	Rolle
temperature	Temperatur
finger	Finger
industry	Industrie
value	Wert
fight	Kampf
lie	Lüge
beat	schlagen
excite	begeistern
natural	natürlich
view	Blick
sense	Sinn
capital	Hauptstadt
won’t	wird nicht
chair	Stuhl
danger	Achtung
fruit	Obst
rich	reich
thick	dick
soldier	Soldat
process	Prozess
operate	betreiben
practice	Praxis
separate	trennen
difficult	schwierig
doctor	Arzt
please	Bitte
protect	schützen
noon	Mittag
crop	Ernte
modern	modernen
element	Elementes
hit	treffen
student	Schüler
corner	Ecke
party	Partei
supply	Versorgung
whose	deren
locate	lokalisieren
ring	Rings
character	Charakter
insect	insekt
caught	gefangen
period	Zeit
indicate	zeigen
radio	Funk
spoke	Speiche
atom	Atom
human	Mensch
history	Geschichte
effect	Wirkung
electric	elektrisch
expect	erwarten
bone	Knochen
rail	Schiene
imagine	vorstellen
provide	bieten
agree	zustimmen
thus	so
gentle	sanft
woman	Frau
captain	Kapitän
guess	erraten
necessary	erforderlich
sharp	scharf
wing	Flügel
create	schaffen
neighbor	Nachbar
wash	Wasch
bat	Fledermaus
rather	eher
crowd	Menge
corn	mais
compare	vergleichen
poem	Gedicht
string	Schnur
bell	Glocke
depend	abhängen
meat	Fleisch
rub	einreiben
tube	Rohr
famous	berühmt
dollar	Dollar
stream	Strom
fear	Angst
sight	Blick
thin	dünn
triangle	Dreieck
planet	Erde
hurry	Eile
chief	Chef
colony	Kolonie
clock	Uhr
mine	Mine
tie	Krawatte
enter	eingeben
major	Dur
fresh	frisch
search	Suche
send	senden
yellow	gelb
gun	Pistole
allow	erlauben
print	Druck
dead	tot
spot	Stelle
desert	Wüste
suit	Anzug
current	Strom
lift	Aufzug
rose	stiegen
arrive	ankommen
master	Stamm
track	Spur
parent	Elternteil
shore	Ufer
division	Teilung
sheet	Blatt
substance	Substanz
favor	begünstigen
connect	verbinden
post	nach
spend	verbringen
chord	Akkord
fat	Fett
glad	froh
original	Original
share	Aktie
station	Station
dad	Papa
bread	Brot
charge	aufladen
proper	richtig
bar	Leiste
offer	Angebot
segment	Segment
slave	Sklave
duck	ente
instant	Augenblick
market	Markt
degree	Grad
populate	besiedeln
chick	küken
dear	liebe
enemy	Feind
reply	antworten
drink	Getränk
occur	auftreten
support	Unterstützung
speech	Rede
nature	Natur
range	Angebot
steam	Dampf
motion	Bewegung
path	Weg
liquid	Flüssigkeit
log	protokollieren
meant	gemeint
quotient	Quotient
teeth	Gebiss
shell	Schale
neck	Hals
oxygen	Sauerstoff
sugar	Zucker
death	Tod
pretty	ziemlich
skill	Geschicklichkeit
women	Frauen
season	Saison
solution	Lösung
magnet	Magnet
silver	Silber
thank	danken
branch	Zweig
match	Spiel
suffix	Suffix
especially	insbesondere
fig	Feige
afraid	ängstlich
huge	riesig
sister	Schwester
steel	Stahl
discuss	diskutieren
forward	vorwärts
similar	ähnlich
guide	führen
experience	Erfahrung
score	Partitur
apple	apfel
bought	gekauft
led	geführt
pitch	Tonhöhe
coat	Mantel
mass	Masse
card	Karte
band	Band
rope	Seil
slip	Rutsch
win	gewinnen
dream	träumen
evening	Abend
condition	Zustand
feed	Futtermittel
tool	Werkzeug
total	gesamt
basic	Basis
smell	Geruch
valley	Tal
nor	noch
double	doppelt
seat	Sitz
continue	fortsetzen
block	Block
chart	Tabelle
hat	Hut
sell	verkaufen
success	Erfolg
company	Firma
subtract	subtrahieren
event	Veranstaltung
particular	besondere
deal	viel
swim	schwimmen
term	Begriff
opposite	Gegenteil
wife	Frau
shoe	Schuh
shoulder	Schulter
spread	Verbreitung
arrange	arrangieren
camp	Lager
invent	erfinden
cotton	Baumwolle
born	geboren
determine	bestimmen
quart	Quart
nine	neun
truck	Lastwagen
noise	Lärm
level	Ebene
chance	Chance
gather	sammeln
shop	Geschäft
stretch	Stretch
throw	werfen
shine	Glanz
property	Immobilien
column	Spalte
molecule	Molekül
select	wählen
wrong	falsch
gray	grau
repeat	Wiederholung
require	erfordern
broad	breit
prepare	vorbereiten
salt	Salz
nose	Nase
plural	mehreren
anger	Zorn
claim	Anspruch
continent	Kontinent
